,name,nobjquadnegev,nintvars,nnlvars,nsos1,nsos2,conscurvature,njacobiannz,nlaghessiandiagnz,ncontvars,nquadfunc,laghessianmaxblocksize,objsense,nbinvars,nlnz,convex,nz,nobjquadposev,laghessianminblocksize,nobjquadnz,solsource,nlaghessianblocks,donor,nsemi,nlaghessiannz,laghessianavgblocksize,ncons,nconcavenlcons,nnlbinvars,nconvexnlcons,nquadcons,nvars,nobjnlnz,solinfeasibility,objcurvature,nindefinitenlcons,nnlintvars,ndiagquadcons,nnlsemi,nobjnz,nlincons,nsingleboundedvars,nlinfunc,nboundedvars,njacobiannlnz,nobjquaddiagnz,objtype,probtype,solobjvalue,nnlfunc,density,nldensity,objquaddensity,objquadproblevfrac
161,QPLIB_2492,50.0,0.0,196.0,0.0,0.0,linear,392.0,0.0,0.0,1.0,196.0,min,196.0,196.0,0.0,588.0,104.0,196.0,16562.0,Solution found by LOCALSOLVER,1.0,Ruth Misener,0.0,33124.0,196.0,28.0,0.0,196.0,0.0,0.0,196.0,196.0,0.0,indefinite,0.0,0.0,0.0,0.0,196.0,28.0,0.0,28.0,0.0,0.0,0.0,quadratic,QBL,2724.0,1.0,0.103448275862,1.0,0.862244897959,0.255102040816
163,QPLIB_2512,46.0,0.0,100.0,0.0,0.0,linear,200.0,0.0,0.0,1.0,100.0,min,100.0,100.0,0.0,300.0,54.0,100.0,3870.0,Solution found by SCIP,1.0,Ruth Misener,0.0,7740.0,100.0,20.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,indefinite,0.0,0.0,0.0,0.0,100.0,20.0,0.0,20.0,0.0,0.0,0.0,quadratic,QBL,135028.0,1.0,0.142857142857,1.0,0.774,0.46
176,QPLIB_2702,12.0,0.0,259.0,0.0,0.0,linear,8619.0,259.0,1.0,1.0,259.0,min,259.0,259.0,0.0,8879.0,247.0,259.0,517.0,Solution found by SCIP,1.0,Ruth Misener,0.0,775.0,259.0,212.0,0.0,259.0,0.0,0.0,260.0,259.0,0.0,indefinite,0.0,0.0,0.0,0.0,260.0,212.0,0.0,212.0,0.0,0.0,259.0,quadratic,QML,2814.190749,1.0,0.160328638498,1.0,0.0115531968814,0.0461538461538
179,QPLIB_2708,0.0,0.0,260.0,0.0,0.0,indefinite,1355.0,0.0,526.0,30.0,4.0,min,108.0,402.0,0.0,1362.0,0.0,4.0,0.0,Solution found by SCIP,65.0,Ruth Misener,0.0,390.0,4.0,357.0,0.0,0.0,0.0,30.0,634.0,0.0,1.818989404e-12,linear,30.0,0.0,0.0,0.0,7.0,327.0,0.0,328.0,260.0,402.0,0.0,linear,LMQ,1033013.037,30.0,0.00600074017941,0.0515384615385,0.0,0.0
182,QPLIB_2733,84.0,0.0,324.0,0.0,0.0,linear,648.0,0.0,0.0,1.0,324.0,min,324.0,324.0,0.0,972.0,150.0,324.0,46818.0,Solution found by LOCALSOLVER,1.0,Ruth Misener,0.0,93636.0,324.0,36.0,0.0,324.0,0.0,0.0,324.0,324.0,0.0,indefinite,0.0,0.0,0.0,0.0,324.0,36.0,0.0,36.0,0.0,0.0,0.0,quadratic,QBL,5358.0,1.0,0.0810810810811,1.0,0.891975308642,0.259259259259
191,QPLIB_2880,305.0,0.0,625.0,0.0,0.0,linear,1250.0,0.0,0.0,1.0,625.0,min,625.0,625.0,0.0,1875.0,320.0,625.0,176410.0,Solution found by BARON,1.0,Ruth Misener,0.0,352820.0,625.0,50.0,0.0,625.0,0.0,0.0,625.0,625.0,0.0,indefinite,0.0,0.0,0.0,0.0,625.0,50.0,0.0,50.0,0.0,0.0,0.0,quadratic,QBL,1178894.0,1.0,0.0588235294118,1.0,0.9032192,0.488
193,QPLIB_2882,0.0,0.0,16.0,0.0,0.0,indefinite,1106.0,0.0,88.0,16.0,2.0,min,56.0,32.0,0.0,1120.0,0.0,2.0,0.0,Solution found by ALPHAECP,8.0,Ruth Misener,0.0,16.0,2.0,273.0,0.0,0.0,0.0,16.0,144.0,0.0,5.329070518e-15,linear,16.0,0.0,0.0,0.0,14.0,257.0,0.0,258.0,16.0,32.0,0.0,linear,LMQ,22.38189652,16.0,0.0283860502839,0.125,0.0,0.0
195,QPLIB_2935,0.0,0.0,18.0,0.0,0.0,indefinite,1406.0,0.0,108.0,18.0,2.0,min,72.0,36.0,0.0,1422.0,0.0,2.0,0.0,Solution found by SCIP,9.0,Ruth Misener,0.0,18.0,2.0,343.0,0.0,0.0,0.0,18.0,180.0,0.0,4.170308543e-11,linear,18.0,0.0,0.0,0.0,16.0,325.0,0.0,326.0,18.0,36.0,0.0,linear,LMQ,23.46428571,18.0,0.0229651162791,0.111111111111,0.0,0.0
196,QPLIB_2957,112.0,0.0,484.0,0.0,0.0,linear,968.0,0.0,0.0,1.0,484.0,min,484.0,484.0,0.0,1452.0,152.0,484.0,70686.0,Solution found by ALPHAECP,1.0,Ruth Misener,0.0,141372.0,484.0,44.0,0.0,484.0,0.0,0.0,484.0,484.0,0.0,indefinite,0.0,0.0,0.0,0.0,484.0,44.0,0.0,44.0,0.0,0.0,0.0,quadratic,QBL,3596.0,1.0,0.0666666666667,1.0,0.603493613824,0.231404958678
197,QPLIB_2958,0.0,0.0,14.0,0.0,0.0,indefinite,842.0,0.0,70.0,14.0,2.0,min,42.0,28.0,0.0,862.0,0.0,2.0,0.0,Solution found by ALPHAECP,7.0,Ruth Misener,0.0,14.0,2.0,211.0,0.0,0.0,0.0,14.0,112.0,0.0,3.183231456e-12,linear,14.0,0.0,0.0,0.0,20.0,197.0,0.0,198.0,14.0,28.0,0.0,linear,LMQ,131.6531381,14.0,0.0363039083558,0.142857142857,0.0,0.0
205,QPLIB_3060,2.0,0.0,48.0,0.0,0.0,linear,3432.0,48.0,792.0,1.0,48.0,min,48.0,48.0,0.0,3744.0,46.0,48.0,95.0,Solution found by SCIP,1.0,Ruth Misener,0.0,142.0,48.0,1192.0,0.0,48.0,0.0,0.0,840.0,48.0,2.2204460489999999e-16,indefinite,0.0,0.0,0.0,0.0,312.0,1192.0,0.0,1192.0,0.0,0.0,48.0,quadratic,QML,-128.9348188,1.0,0.00373607951144,1.0,0.0616319444444,0.00238095238095
212,QPLIB_3122,583.0,0.0,17136.0,0.0,0.0,linear,93686.0,17136.0,3988.0,1.0,17136.0,min,17136.0,17136.0,0.0,112709.0,16553.0,17136.0,34271.0,Solution found by SCIP,1.0,Ruth Misener,0.0,51406.0,17136.0,36703.0,0.0,17136.0,0.0,0.0,21124.0,17136.0,0.0,indefinite,0.0,0.0,0.0,0.0,19023.0,36703.0,0.0,36703.0,0.0,0.0,17136.0,quadratic,QML,-48603430420.0,1.0,0.000145368075698,1.0,0.000175063217008,0.0275989395948
216,QPLIB_3181,0.0,0.0,111.0,0.0,0.0,indefinite,723.0,0.0,308.0,16.0,3.0,min,84.0,160.0,0.0,730.0,0.0,3.0,0.0,Solution found by SCIP,37.0,Ruth Misener,0.0,148.0,3.0,196.0,0.0,0.0,0.0,16.0,392.0,0.0,7.389644452e-13,linear,16.0,0.0,0.0,0.0,7.0,180.0,0.0,181.0,111.0,160.0,0.0,linear,LMQ,381396.6032,16.0,0.00945301978659,0.0900900900901,0.0,0.0
222,QPLIB_3279,0.0,0.0,111.0,0.0,0.0,indefinite,614.0,0.0,251.0,16.0,3.0,min,56.0,156.0,0.0,619.0,0.0,3.0,0.0,Solution found by ALPHAECP,37.0,Ruth Misener,0.0,148.0,3.0,164.0,0.0,0.0,0.0,16.0,307.0,0.0,2.29108732e-10,linear,16.0,0.0,0.0,0.0,5.0,148.0,0.0,149.0,111.0,156.0,0.0,linear,LMQ,873535.3578,16.0,0.0122199190603,0.0878378378378,0.0,0.0
224,QPLIB_3307,51.0,0.0,256.0,0.0,0.0,linear,512.0,0.0,0.0,1.0,256.0,min,256.0,256.0,0.0,768.0,61.0,256.0,20160.0,Solution found by BARON,1.0,Ruth Misener,0.0,40320.0,256.0,32.0,0.0,256.0,0.0,0.0,256.0,256.0,0.0,indefinite,0.0,0.0,0.0,0.0,256.0,32.0,0.0,32.0,0.0,0.0,0.0,quadratic,QBL,1240.0,1.0,0.0909090909091,1.0,0.615234375,0.19921875
231,QPLIB_3347,350.0,0.0,676.0,0.0,0.0,linear,1352.0,520.0,0.0,1.0,676.0,min,676.0,676.0,0.0,2028.0,326.0,676.0,196300.0,Solution found by BARON,1.0,Ruth Misener,0.0,392080.0,676.0,52.0,0.0,676.0,0.0,0.0,676.0,676.0,0.0,indefinite,0.0,0.0,0.0,0.0,676.0,52.0,0.0,52.0,0.0,0.0,520.0,quadratic,QBL,3819920.0,1.0,0.0566037735849,1.0,0.85798816568,0.51775147929
233,QPLIB_3361,290.0,0.0,960.0,0.0,0.0,linear,2048.0,0.0,0.0,1.0,960.0,min,1024.0,960.0,0.0,3008.0,327.0,960.0,163680.0,Solution found by LOCALSOLVER,1.0,Ruth Misener,0.0,327360.0,960.0,64.0,0.0,960.0,0.0,0.0,1024.0,960.0,0.0,indefinite,0.0,0.0,0.0,0.0,960.0,64.0,0.0,64.0,0.0,0.0,0.0,quadratic,QBL,88700.0,1.0,0.0451923076923,1.0,0.355208333333,0.283203125
235,QPLIB_3380,303.0,0.0,8904.0,0.0,0.0,linear,72965.0,8904.0,0.0,1.0,8904.0,min,8904.0,8904.0,0.0,81869.0,8601.0,8904.0,17807.0,Solution found by SCIP,1.0,Ruth Misener,0.0,26710.0,8904.0,823.0,0.0,8904.0,0.0,0.0,8904.0,8904.0,0.0,indefinite,0.0,0.0,0.0,0.0,8904.0,823.0,0.0,823.0,0.0,0.0,8904.0,quadratic,QBL,56161.9323,1.0,0.011158533527,1.0,0.000336901997063,0.0340296495957
238,QPLIB_3402,68.0,0.0,144.0,0.0,0.0,linear,288.0,0.0,0.0,1.0,144.0,min,144.0,144.0,0.0,432.0,76.0,144.0,8448.0,Solution found by BARON,1.0,Ruth Misener,0.0,16896.0,144.0,24.0,0.0,144.0,0.0,0.0,144.0,144.0,0.0,indefinite,0.0,0.0,0.0,0.0,144.0,24.0,0.0,24.0,0.0,0.0,0.0,quadratic,QBL,224416.0,1.0,0.12,1.0,0.814814814815,0.472222222222
239,QPLIB_3413,180.0,0.0,400.0,0.0,0.0,linear,800.0,0.0,0.0,1.0,400.0,min,400.0,400.0,0.0,1200.0,180.0,400.0,7220.0,Solution found by CPLEX,1.0,Ruth Misener,0.0,14440.0,400.0,40.0,0.0,400.0,0.0,0.0,400.0,400.0,0.0,indefinite,0.0,0.0,0.0,0.0,400.0,40.0,0.0,40.0,0.0,0.0,0.0,quadratic,QBL,2192.0,1.0,0.0731707317073,1.0,0.09025,0.45
241,QPLIB_3496,0.0,56.0,208.0,0.0,0.0,indefinite,3947.0,0.0,72.0,64.0,26.0,min,200.0,678.0,0.0,3979.0,0.0,26.0,0.0,Solution found by SCIP,8.0,Stefan Vigerske,0.0,400.0,26.0,687.0,0.0,144.0,0.0,64.0,328.0,0.0,4.547473509e-13,linear,64.0,56.0,0.0,0.0,32.0,623.0,8.0,624.0,56.0,678.0,0.0,linear,LGQ,191.7295481,64.0,0.0176324092456,0.0509314903846,0.0,0.0
242,QPLIB_3502,0.0,0.0,12906.0,0.0,0.0,indefinite,67868.0,0.0,2090.0,3130.0,11025.0,min,10920.0,44884.0,0.0,67869.0,0.0,209.0,0.0,,10.0,Stefan Vigerske,0.0,25792.0,1290.6,3339.0,0.0,10816.0,0.0,3130.0,13010.0,0.0,,linear,3130.0,0.0,0.0,0.0,1.0,209.0,2090.0,210.0,0.0,44884.0,0.0,linear,LMQ,,3130.0,0.00156188008303,0.0011111061601,0.0,0.0
243,QPLIB_3505,0.0,0.0,402.0,0.0,0.0,indefinite,82010.0,402.0,603.0,2.0,1.0,min,201.0,402.0,0.0,82211.0,0.0,1.0,0.0,Solution found by SCIP,402.0,Stefan Vigerske,0.0,402.0,1.0,607.0,0.0,0.0,0.0,2.0,804.0,0.0,1.1102230249999998e-16,linear,2.0,0.0,2.0,0.0,201.0,605.0,2.0,606.0,0.0,402.0,0.0,linear,LMQ,-1.127284376,2.0,0.16817843349,0.5,0.0,0.0
244,QPLIB_3506,240.0,0.0,496.0,0.0,0.0,linear,0.0,0.0,0.0,1.0,496.0,max,496.0,496.0,0.0,496.0,240.0,496.0,960.0,Solution found by BARON,1.0,Stefan Vigerske,0.0,1920.0,496.0,0.0,0.0,496.0,0.0,0.0,496.0,496.0,0.0,indefinite,0.0,0.0,0.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,quadratic,QBN,478.0,1.0,1.0,1.0,0.00780437044745,0.483870967742
245,QPLIB_3508,0.0,0.0,3292.0,0.0,0.0,indefinite,19499.0,0.0,891.0,1332.0,2500.0,min,2450.0,14109.0,0.0,19500.0,0.0,99.0,0.0,Solution found by BARON,9.0,Stefan Vigerske,0.0,6566.0,365.777778,1431.0,0.0,2401.0,0.0,1332.0,3341.0,0.0,6.661338147999999e-16,linear,1332.0,0.0,0.0,0.0,1.0,99.0,891.0,100.0,0.0,14109.0,0.0,linear,LMQ,-1.151205516,1332.0,0.0040758211421,0.00321760095454,0.0,0.0
246,QPLIB_3510,0.0,0.0,19.0,0.0,0.0,indefinite,11533.0,0.0,919.0,21.0,5.0,max,105.0,42.0,0.0,11722.0,0.0,4.0,0.0,Solution found by ANTIGONE,4.0,Stefan Vigerske,0.0,42.0,4.75,4589.0,0.0,0.0,0.0,21.0,1024.0,0.0,4.91127139e-11,linear,21.0,0.0,0.0,0.0,189.0,4568.0,0.0,4569.0,19.0,42.0,0.0,linear,LMQ,113658343.3,21.0,0.00249395765251,0.105263157895,0.0,0.0
247,QPLIB_3511,0.0,0.0,891.0,0.0,0.0,indefinite,26702.0,0.0,3292.0,1283.0,99.0,min,2450.0,9307.0,0.0,26703.0,0.0,99.0,0.0,Solution found by BARON,9.0,Stefan Vigerske,0.0,1764.0,99.0,6233.0,0.0,0.0,0.0,1283.0,5742.0,0.0,1.33226763e-15,linear,1283.0,0.0,0.0,0.0,1.0,4950.0,891.0,4951.0,0.0,9307.0,0.0,linear,LMQ,-1.140252838,1283.0,0.000745984956599,0.00814151736469,0.0,0.0
248,QPLIB_3512,0.0,0.0,76.0,0.0,0.0,indefinite,1271.0,0.0,119.0,24.0,8.0,max,72.0,256.0,0.0,1413.0,0.0,3.0,0.0,Solution found by BARON,12.0,Stefan Vigerske,0.0,208.0,6.333333,427.0,0.0,0.0,0.0,24.0,191.0,0.0,1.110223025e-15,linear,24.0,0.0,0.0,0.0,142.0,403.0,0.0,404.0,76.0,256.0,0.0,linear,LMQ,45.29656579,24.0,0.0172848265401,0.140350877193,0.0,0.0
249,QPLIB_3513,0.0,0.0,1376.0,0.0,0.0,indefinite,25084.0,0.0,1897.0,763.0,22.0,max,123.0,2902.0,0.0,25312.0,0.0,2.0,0.0,Solution found by SCIP,138.0,Stefan Vigerske,0.0,2902.0,9.971014,3332.0,0.0,0.0,0.0,763.0,2020.0,0.0,1.136868377e-13,linear,763.0,0.0,0.0,0.0,228.0,2569.0,872.0,2570.0,504.0,2902.0,0.0,linear,LMQ,85.44891308,763.0,0.00375958387918,0.00276410436161,0.0,0.0
250,QPLIB_3514,0.0,0.0,1815.0,0.0,0.0,indefinite,5400.0,900.0,1800.0,900.0,61.0,min,15.0,2700.0,0.0,6315.0,0.0,1.0,0.0,Solution found by SCIP,915.0,Stefan Vigerske,0.0,2700.0,1.983607,1860.0,0.0,15.0,0.0,900.0,1815.0,0.0,2.2204460489999999e-16,linear,900.0,0.0,0.0,0.0,915.0,960.0,1800.0,961.0,0.0,2700.0,0.0,linear,LMQ,366.6218167,900.0,0.00186960711605,0.00165289256198,0.0,0.0
251,QPLIB_3515,0.0,0.0,270.0,0.0,0.0,indefinite,4802.0,0.0,382.0,48.0,18.0,min,352.0,2070.0,0.0,5491.0,0.0,18.0,0.0,Solution found by ANTIGONE,15.0,Stefan Vigerske,0.0,1350.0,18.0,768.0,0.0,0.0,0.0,48.0,734.0,0.0,1.455191523e-11,linear,48.0,0.0,0.0,0.0,689.0,720.0,0.0,721.0,270.0,2070.0,0.0,linear,LMQ,950960.1503,48.0,0.00972812279651,0.159722222222,0.0,0.0
252,QPLIB_3522,0.0,0.0,588.0,0.0,0.0,indefinite,2310.0,0.0,588.0,42.0,14.0,min,42.0,588.0,0.0,2352.0,0.0,14.0,0.0,Solution found by ALPHAECP,42.0,Stefan Vigerske,0.0,1092.0,14.0,254.0,0.0,0.0,0.0,42.0,630.0,0.0,2.546585165e-11,linear,42.0,0.0,0.0,0.0,42.0,212.0,588.0,213.0,0.0,588.0,0.0,linear,LMQ,84.91792756,42.0,0.0146405228758,0.0238095238095,0.0,0.0
253,QPLIB_3523,91.0,0.0,182.0,0.0,0.0,linear,4368.0,0.0,27.0,1.0,182.0,min,155.0,182.0,0.0,4550.0,91.0,182.0,2184.0,Solution found by SCIP,1.0,Stefan Vigerske,0.0,4368.0,182.0,1456.0,0.0,155.0,0.0,0.0,182.0,182.0,0.0,indefinite,0.0,0.0,0.0,0.0,182.0,1456.0,0.0,1456.0,27.0,0.0,0.0,quadratic,QML,-615.0,1.0,0.0171585449554,1.0,0.131868131868,0.5
254,QPLIB_3524,0.0,0.0,144.0,0.0,0.0,indefinite,10319.0,0.0,949.0,192.0,7.0,max,132.0,384.0,0.0,10473.0,0.0,5.0,0.0,Solution found by ANTIGONE,24.0,Stefan Vigerske,0.0,384.0,6.0,3357.0,0.0,0.0,0.0,192.0,1081.0,0.0,1.705302566e-13,linear,192.0,0.0,0.0,0.0,154.0,3165.0,0.0,3166.0,144.0,384.0,0.0,linear,LMQ,4683.868286,192.0,0.00288512555654,0.0138888888889,0.0,0.0
255,QPLIB_3525,831.0,1662.0,1662.0,0.0,0.0,indefinite,11765.0,0.0,87.0,40.0,2.0,min,0.0,8822.0,0.0,13427.0,831.0,2.0,831.0,Solution found by GUROBI,831.0,Stefan Vigerske,0.0,1662.0,2.0,91.0,0.0,0.0,0.0,39.0,1749.0,1662.0,6.217248938e-14,indefinite,39.0,1662.0,0.0,0.0,1662.0,52.0,0.0,52.0,1662.0,7160.0,0.0,quadratic,QGQ,4028.339882,40.0,0.0834451984985,0.13270156438,0.000601684717208,0.47512864494
256,QPLIB_3529,0.0,0.0,400.0,0.0,0.0,indefinite,6168.0,0.0,1488.0,544.0,9.0,min,38.0,1088.0,0.0,6325.0,0.0,4.0,0.0,Solution found by SCIP,64.0,Stefan Vigerske,0.0,1088.0,6.25,2124.0,0.0,0.0,0.0,544.0,1526.0,0.0,2.579554348e-10,linear,544.0,0.0,0.0,0.0,157.0,1580.0,0.0,1581.0,400.0,1088.0,0.0,linear,LMQ,-46376.205,544.0,0.00195050497263,0.005,0.0,0.0
257,QPLIB_3533,0.0,0.0,43.0,0.0,0.0,indefinite,1487.0,0.0,143.0,25.0,43.0,min,240.0,111.0,0.0,1512.0,0.0,43.0,0.0,Solution found by LINDO,1.0,Stefan Vigerske,0.0,172.0,43.0,201.0,0.0,0.0,0.0,25.0,383.0,0.0,8.881784197e-15,linear,25.0,0.0,0.0,0.0,25.0,176.0,0.0,177.0,4.0,111.0,0.0,linear,LMQ,484.3286442,25.0,0.0195434687072,0.103255813953,0.0,0.0
259,QPLIB_3549,0.0,0.0,408.0,0.0,0.0,indefinite,8640.0,0.0,1033.0,583.0,51.0,min,650.0,3990.0,0.0,8641.0,0.0,51.0,0.0,Solution found by BARON,8.0,Stefan Vigerske,0.0,800.0,51.0,1909.0,0.0,0.0,0.0,583.0,1683.0,0.0,6.965782118e-15,linear,583.0,0.0,0.0,0.0,1.0,1326.0,408.0,1327.0,0.0,3990.0,0.0,linear,LMQ,-1.111602303,583.0,0.00268810681499,0.0167742911916,0.0,0.0
260,QPLIB_3554,46.0,0.0,185.0,0.0,0.0,linear,1124.0,185.0,370.0,1.0,185.0,min,14.0,185.0,0.0,1309.0,139.0,185.0,17205.0,Solution found by SCIP,1.0,Stefan Vigerske,0.0,34225.0,185.0,556.0,0.0,0.0,0.0,0.0,384.0,185.0,8.881784196999999e-16,indefinite,0.0,0.0,0.0,0.0,185.0,556.0,0.0,556.0,0.0,0.0,185.0,quadratic,QML,424.5441036,1.0,0.00612002543387,1.0,1.0,0.119791666667
261,QPLIB_3562,0.0,56.0,56.0,0.0,0.0,indefinite,273.0,0.0,0.0,7.0,8.0,min,7.0,98.0,0.0,287.0,0.0,8.0,0.0,Solution found by ANTIGONE,7.0,Stefan Vigerske,0.0,98.0,8.0,42.0,0.0,0.0,0.0,7.0,63.0,0.0,0.0,linear,7.0,56.0,0.0,0.0,14.0,35.0,0.0,36.0,56.0,98.0,0.0,linear,LIQ,15.0,7.0,0.105943152455,0.25,0.0,0.0
262,QPLIB_3565,132.0,0.0,276.0,0.0,0.0,linear,0.0,0.0,0.0,1.0,276.0,max,276.0,276.0,0.0,276.0,132.0,276.0,528.0,Solution found by BARON,1.0,Stefan Vigerske,0.0,1056.0,276.0,0.0,0.0,276.0,0.0,0.0,276.0,276.0,0.0,indefinite,0.0,0.0,0.0,0.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,quadratic,QBN,282.0,1.0,1.0,1.0,0.0138626339004,0.478260869565
263,QPLIB_3580,0.0,0.0,42.0,0.0,0.0,indefinite,306.0,0.0,24.0,18.0,7.0,min,108.0,54.0,0.0,420.0,0.0,7.0,0.0,Solution found by LINDO,6.0,Stefan Vigerske,0.0,108.0,7.0,63.0,0.0,18.0,0.0,18.0,132.0,0.0,9.091467579e-10,linear,18.0,0.0,0.0,0.0,114.0,45.0,24.0,46.0,0.0,54.0,0.0,linear,LMQ,539635.469,18.0,0.0497159090909,0.0714285714286,0.0,0.0
264,QPLIB_3582,0.0,0.0,56.0,0.0,0.0,indefinite,488.0,0.0,32.0,24.0,7.0,min,184.0,72.0,0.0,680.0,0.0,7.0,0.0,Solution found by ALPHAECP,8.0,Stefan Vigerske,0.0,144.0,7.0,84.0,0.0,24.0,0.0,24.0,216.0,0.0,5.5511151229999994e-17,linear,24.0,0.0,0.0,0.0,192.0,60.0,32.0,61.0,0.0,72.0,0.0,linear,LMQ,469654.8988,24.0,0.037037037037,0.0535714285714,0.0,0.0
265,QPLIB_3584,232.0,0.0,528.0,0.0,0.0,linear,32736.0,0.0,0.0,1.0,528.0,min,528.0,528.0,0.0,33264.0,296.0,528.0,11191.0,Solution found by LOCALSOLVER,1.0,Stefan Vigerske,0.0,22382.0,528.0,10912.0,0.0,528.0,0.0,0.0,528.0,528.0,0.0,indefinite,0.0,0.0,0.0,0.0,528.0,10912.0,0.0,10912.0,0.0,0.0,0.0,quadratic,QBL,-25254.0,1.0,0.00577293136626,1.0,0.0802843778696,0.439393939394
266,QPLIB_3587,120.0,0.0,240.0,0.0,0.0,linear,480.0,0.0,0.0,1.0,240.0,min,240.0,240.0,0.0,720.0,120.0,240.0,3648.0,Solution found by BARON,1.0,Stefan Vigerske,0.0,7296.0,240.0,46.0,0.0,240.0,0.0,0.0,240.0,240.0,0.0,indefinite,0.0,0.0,0.0,0.0,240.0,46.0,0.0,46.0,0.0,0.0,0.0,quadratic,QBL,15595.0,1.0,0.063829787234,1.0,0.126666666667,0.5
267,QPLIB_3588,0.0,0.0,968.0,0.0,0.0,indefinite,6360.0,0.0,392.0,584.0,625.0,min,600.0,4944.0,0.0,6361.0,0.0,49.0,0.0,Solution found by BARON,8.0,Stefan Vigerske,0.0,1920.0,121.0,633.0,0.0,576.0,0.0,584.0,992.0,0.0,4.440892099e-16,linear,584.0,0.0,0.0,0.0,1.0,49.0,392.0,50.0,0.0,4944.0,0.0,linear,LMQ,-1.129530785,584.0,0.0101140353109,0.008745613042,0.0,0.0
268,QPLIB_3592,225.0,0.0,450.0,0.0,0.0,linear,43523.0,0.0,225.0,1.0,2.0,min,225.0,450.0,0.0,43973.0,225.0,2.0,225.0,Solution found by LOCALSOLVER,225.0,Stefan Vigerske,0.0,450.0,2.0,255.0,0.0,225.0,0.0,0.0,450.0,450.0,0.0,indefinite,0.0,0.0,0.0,0.0,450.0,255.0,0.0,255.0,0.0,0.0,0.0,quadratic,QML,388214.0,1.0,0.381710069444,1.0,0.00222222222222,0.5
269,QPLIB_3596,0.0,0.0,214.0,0.0,0.0,indefinite,3582.0,214.0,921.0,132.0,1.0,min,104.0,214.0,0.0,3595.0,0.0,1.0,0.0,Solution found by SCIP,214.0,Stefan Vigerske,0.0,214.0,1.0,1186.0,0.0,0.0,0.0,132.0,1025.0,0.0,7.275957614e-12,linear,132.0,0.0,132.0,0.0,13.0,1054.0,0.0,1055.0,214.0,214.0,0.0,linear,LMQ,-1961.815672,132.0,0.00295477428237,0.00757575757576,0.0,0.0
270,QPLIB_3600,0.0,0.0,28.0,0.0,0.0,indefinite,284.0,0.0,16.0,12.0,7.0,min,112.0,36.0,0.0,400.0,0.0,7.0,0.0,Solution found by ALPHAECP,4.0,Stefan Vigerske,0.0,72.0,7.0,57.0,0.0,12.0,0.0,12.0,128.0,0.0,0.0,linear,12.0,0.0,0.0,0.0,116.0,45.0,16.0,46.0,0.0,36.0,0.0,linear,LMQ,300176.5637,12.0,0.0538793103448,0.107142857143,0.0,0.0
271,QPLIB_3605,0.0,0.0,144.0,0.0,0.0,indefinite,17277.0,0.0,1076.0,192.0,7.0,max,160.0,384.0,0.0,17437.0,0.0,5.0,0.0,Solution found by BARON,24.0,Stefan Vigerske,0.0,384.0,6.0,4507.0,0.0,0.0,0.0,192.0,1236.0,0.0,5.820766091e-11,linear,192.0,0.0,0.0,0.0,160.0,4315.0,0.0,4316.0,144.0,384.0,0.0,linear,LMQ,4792.32775,192.0,0.00312945988864,0.0138888888889,0.0,0.0
272,QPLIB_3614,105.0,0.0,210.0,0.0,0.0,linear,420.0,0.0,0.0,1.0,210.0,min,210.0,210.0,0.0,630.0,105.0,210.0,2793.0,Solution found by BARON,1.0,Stefan Vigerske,0.0,5586.0,210.0,44.0,0.0,210.0,0.0,0.0,210.0,210.0,0.0,indefinite,0.0,0.0,0.0,0.0,210.0,44.0,0.0,44.0,0.0,0.0,0.0,quadratic,QBL,14409.0,1.0,0.0666666666667,1.0,0.126666666667,0.5
273,QPLIB_3620,0.0,0.0,2455.0,0.0,0.0,indefinite,43970.0,0.0,3285.0,1344.0,17.0,max,187.0,5138.0,0.0,44408.0,0.0,2.0,0.0,Solution found by SCIP,228.0,Stefan Vigerske,0.0,5138.0,10.767544,5415.0,0.0,0.0,0.0,1344.0,3472.0,0.0,4.015419108e-10,linear,1344.0,0.0,0.0,0.0,438.0,4071.0,1512.0,4072.0,943.0,5138.0,0.0,linear,LMQ,132.5476009,1344.0,0.0023615809787,0.00155719619823,0.0,0.0
274,QPLIB_3621,0.0,0.0,1192.0,0.0,0.0,indefinite,20070.0,0.0,1655.0,665.0,22.0,max,109.0,2510.0,0.0,20270.0,0.0,2.0,0.0,Solution found by SCIP,120.0,Stefan Vigerske,0.0,2510.0,9.933333,2878.0,0.0,0.0,0.0,665.0,1764.0,0.0,2.273736754e-13,linear,665.0,0.0,0.0,0.0,200.0,2213.0,760.0,2214.0,432.0,2510.0,0.0,linear,LMQ,85.44891308,665.0,0.00399129201293,0.00316647323006,0.0,0.0
275,QPLIB_3622,0.0,0.0,2025.0,0.0,0.0,indefinite,6000.0,1000.0,2000.0,1000.0,41.0,min,25.0,3000.0,0.0,7025.0,0.0,1.0,0.0,Solution found by SCIP,1025.0,Stefan Vigerske,0.0,3000.0,1.97561,2040.0,0.0,25.0,0.0,1000.0,2025.0,0.0,2.2204460489999999e-16,linear,1000.0,0.0,0.0,0.0,1025.0,1040.0,2000.0,1041.0,0.0,3000.0,0.0,linear,LMQ,197.3338812,1000.0,0.00169972356809,0.00148148148148,0.0,0.0
